Course Id,Category,Sub-Category,Rating,Instructors.
1231,Health,Patient Care,4.5,
1233,Computer Science,Software Development,4.5,
1239,Data Science,Data Analysis,4.5,
1244,Business,Business Strategy,4.5,
1259,Information Technology,Cloud Computing,4.5,
1268,Computer Science,Mobile and Web Development,4.5,
1291,Business,Marketing,4.5,
1301,Business,Finance,4.5,
1308,Health,Patient Care,4.5,
1317,Business,Marketing,4.5,
1323,Data Science,Data Analysis,4.5,
1335,Business,Business Strategy,4.5,
1341,Business,Finance,4.5,
1358,Business,Marketing,4.5,
1359,Data Science,Probability and Statistics,4.5,
1376,Business,Finance,4.5,
1382,Business,Finance,4.5,
1398,Arts and Humanities,Music and Art,4.5,
1427,Computer Science,Design and Product,4.5,
1435,Data Science,Data Analysis,4.5,
1440,Information Technology,Data Management,4.5,
1444,Arts and Humanities,Music and Art,4.5,
1446,Business,Leadership and Management,4.5,
1453,Business,Business Essentials,4.5,
1461,Computer Science,Software Development,4.5,
1472,Business,Business Essentials,4.5,
1500,Business,Business Strategy,4.5,
1502,Business,Business Strategy,4.5,
1511,Information Technology,Security,4.5,
1514,Business,Finance,4.5,
1515,Physical Science and Engineering,Electrical Engineering,4.5,
1525,Language Learning,Learning English,4.5,
1529,Information Technology,Security,4.5,
1531,Information Technology,Cloud Computing,4.5,
1533,Data Science,Machine Learning,4.5,
1543,Business,Business Essentials,4.5,
1551,Business,Business Strategy,4.5,
1553,Computer Science,Software Development,4.5,
1563,Data Science,Data Analysis,4.5,
1573,Business,Finance,4.5,
1575,Business,Finance,4.5,
1589,Business,Business Strategy,4.5,
1596,Business,Finance,4.5,
1604,Health,Animal Health,4.5,
1609,Data Science,Data Analysis,4.5,
1610,Business,Leadership and Management,4.5,
1622,Business,Marketing,4.5,
1645,Business,Business Strategy,4.5,
1650,Business,Marketing,4.5,
1655,Health,Health Informatics,4.5,
1657,Data Science,Data Analysis,4.5,
1678,Arts and Humanities,Music and Art,4.5,
1699,Computer Science,Software Development,4.5,
1704,Business,Marketing,4.5,
1712,Data Science,Machine Learning,4.5,
1737,Language Learning,Learning English,4.5,
1738,Data Science,Data Analysis,4.5,
1761,Arts and Humanities,Music and Art,4.5,
1764,Data Science,Machine Learning,4.5,
1768,Data Science,Machine Learning,4.5,
1791,Data Science,Machine Learning,4.5,
1795,Information Technology,Data Management,4.5,
1846,Health,Public Health,4.5,
1856,Business,Business Essentials,4.5,
1868,Business,Marketing,4.5,
1882,Business,Finance,4.5,
1885,Computer Science,Software Development,4.5,
1893,Business,Leadership and Management,4.5,
1906,Business,Finance,4.5,
1937,Computer Science,Software Development,4.5,
1954,Business,Business Essentials,4.5,
1973,Data Science,Data Analysis,4.5,
1986,Data Science,Machine Learning,4.5,
1998,Arts and Humanities,Music and Art,4.5,
2003,Business,Business Essentials,4.5,
2011,Business,Marketing,4.5,
2016,Data Science,Machine Learning,4.5,
2017,Data Science,Data Analysis,4.5,
2022,Business,Entrepreneurship,4.5,
2023,Data Science,Data Analysis,4.5,
2042,Computer Science,Algorithms,4.5,
2043,Computer Science,Design and Product,4.5,
2047,Computer Science,Algorithms,4.5,
2049,Physical Science and Engineering,Mechanical Engineering,4.5,
2078,Business,Finance,4.5,
2082,Business,Finance,4.5,
2088,Business,Business Essentials,4.5,
2106,Information Technology,Cloud Computing,4.5,
2129,Computer Science,Algorithms,4.5,
2141,Business,Finance,4.5,
2145,Data Science,Data Analysis,4.5,
2150,Computer Science,Algorithms,4.5,
2163,Health,Health Informatics,4.5,
2178,Computer Science,Software Development,4.5,
2202,Data Science,Machine Learning,4.5,
2207,Data Science,Data Analysis,4.5,
2219,Business,Marketing,4.5,
2225,Business,Marketing,4.5,
2232,Computer Science,Software Development,4.5,
2281,Data Science,Data Analysis,4.5,
2282,Physical Science and Engineering,Mechanical Engineering,4.5,
2285,Health,Public Health,4.5,
2295,Computer Science,Software Development,4.5,
2299,Data Science,Data Analysis,4.5,
2302,Health,Patient Care,4.5,
2314,Business,Business Essentials,4.5,
2341,Data Science,Data Analysis,4.5,
2342,Physical Science and Engineering,Mechanical Engineering,4.5,
2356,Data Science,Data Analysis,4.5,
2360,Information Technology,Cloud Computing,4.5,
2367,Business,Business Strategy,4.5,
2377,Data Science,Data Analysis,4.5,
2389,Computer Science,Algorithms,4.5,
2402,Computer Science,Software Development,4.5,
2405,Business,Business Essentials,4.5,
2409,Arts and Humanities,Music and Art,4.5,
2412,Business,Finance,4.5,
2438,Business,Business Essentials,4.5,
2449,Personal Development,Personal Development,4.5,
2452,Computer Science,Mobile and Web Development,4.5,
2473,Data Science,Data Analysis,4.5,
2504,Business,Marketing,4.5,
2505,Data Science,Machine Learning,4.5,
2518,Computer Science,Mobile and Web Development,4.5,
2526,Computer Science,Algorithms,4.5,
2590,Computer Science,Mobile and Web Development,4.5,
2608,Computer Science,Software Development,4.5,
2613,Business,Business Strategy,4.5,
2626,Computer Science,Mobile and Web Development,4.5,
2635,Data Science,Data Analysis,4.5,
2647,Data Science,Data Analysis,4.5,
2648,Arts and Humanities,Music and Art,4.5,
2660,Arts and Humanities,Music and Art,4.5,
2688,Computer Science,Software Development,4.5,
2722,Information Technology,Cloud Computing,4.5,
2738,Health,Public Health,4.5,
2753,Data Science,Data Analysis,4.5,
2780,Business,Business Essentials,4.5,
507,Personal Development,Personal Development,4.9,
538,Social Sciences,Economics,4.9,
543,Social Sciences,Governance and Society,4.9,
547,Social Sciences,Law,4.9,
551,Social Sciences,Law,4.9,
554,Physical Science and Engineering,Physics and Astronomy,4.9,
573,Health,Psychology,4.9,
583,Health,Basic Science,4.9,
611,Health,Basic Science,4.9,
621,Language Learning,Learning English,4.9,
623,Business,Business Essentials,4.9,
632,Data Science,Machine Learning,4.9,
643,Social Sciences,Education,4.9,
649,Data Science,Machine Learning,4.9,
651,Business,Leadership and Management,4.9,
658,Data Science,Machine Learning,4.9,
659,Personal Development,Personal Development,4.9,
662,Data Science,Machine Learning,4.9,
665,Health,Psychology,4.9,
673,Health,Basic Science,4.9,
674,Data Science,Machine Learning,4.9,
676,Business,Leadership and Management,4.9,
691,Data Science,Machine Learning,4.9,
699,Business,Entrepreneurship,4.9,
709,Business,Business Essentials,4.9,
721,Data Science,Machine Learning,4.9,
726,Computer Science,Design and Product,4.9,
727,Language Learning,Other Languages,4.9,
730,Health,Basic Science,4.9,
737,Business,Business Essentials,4.9,
752,Health,Public Health,4.9,
754,Health,Psychology,4.9,
764,Computer Science,Software Development,4.9,
801,Computer Science,Algorithms,4.9,
825,Business,Leadership and Management,4.9,
841,Business,Business Essentials,4.9,
855,Data Science,Probability and Statistics,4.9,
871,Business,Marketing,4.9,
910,Social Sciences,Education,4.9,
930,Computer Science,Software Development,4.9,
938,Computer Science,Design and Product,4.9,
950,Data Science,Machine Learning,4.9,
965,Arts and Humanities,Music and Art,4.9,
973,Health,Basic Science,4.9,
1073,Business,Business Essentials,4.9,
1104,Information Technology,Cloud Computing,4.9,
1115,Computer Science,Computer Security and Networks,4.9,
1116,Data Science,Machine Learning,4.9,
1143,Physical Science and Engineering,Mechanical Engineering,4.9,
1165,Business,Business Essentials,4.9,
1176,Data Science,Machine Learning,4.9,
1189,Arts and Humanities,Music and Art,4.9,
1214,Physical Science and Engineering,Electrical Engineering,4.9,
1254,Social Sciences,Education,4.9,
1255,Computer Science,Software Development,4.9,
1279,Physical Science and Engineering,Environmental Science and Sustainability,4.9,
1306,Business,Leadership and Management,4.9,
1310,Business,Marketing,4.9,
1314,Math and Logic,Math and Logic,4.9,
1344,Business,Business Essentials,4.9,
1346,Arts and Humanities,Music and Art,4.9,
1354,Computer Science,Computer Security and Networks,4.9,
1361,Computer Science,Algorithms,4.9,
1363,Language Learning,Learning English,4.9,
1364,Data Science,Machine Learning,4.9,
1374,Business,Business Essentials,4.9,
1377,Computer Science,Algorithms,4.9,
1405,Business,Leadership and Management,4.9,
1408,Business,Marketing,4.9,
1415,Physical Science and Engineering,Electrical Engineering,4.9,
1416,Business,Marketing,4.9,
1423,Social Sciences,Education,4.9,
1458,Social Sciences,Education,4.9,
1463,Physical Science and Engineering,Physics and Astronomy,4.9,
1484,Data Science,Machine Learning,4.9,
1489,Business,Business Strategy,4.9,
1493,Language Learning,Learning English,4.9,
1509,Data Science,Machine Learning,4.9,
1517,Language Learning,Other Languages,4.9,
1523,Physical Science and Engineering,Environmental Science and Sustainability,4.9,
1544,Physical Science and Engineering,Mechanical Engineering,4.9,
1568,Data Science,Data Analysis,4.9,
1617,Language Learning,Learning English,4.9,
1651,Computer Science,Algorithms,4.9,
1670,Computer Science,Algorithms,4.9,
1672,Math and Logic,Math and Logic,4.9,
1710,Computer Science,Software Development,4.9,
1724,Data Science,Machine Learning,4.9,
1732,Social Sciences,Law,4.9,
1744,Data Science,Machine Learning,4.9,
1752,Data Science,Machine Learning,4.9,
1755,Physical Science and Engineering,Environmental Science and Sustainability,4.9,
1758,Language Learning,Other Languages,4.9,
1772,Physical Science and Engineering,Environmental Science and Sustainability,4.9,
1774,Language Learning,Learning English,4.9,
1778,Business,Business Strategy,4.9,
1786,Health,Basic Science,4.9,
1805,Computer Science,Software Development,4.9,
1811,Math and Logic,Math and Logic,4.9,
1814,Data Science,Machine Learning,4.9,
1847,Language Learning,Learning English,4.9,
1851,Physical Science and Engineering,Environmental Science and Sustainability,4.9,
1855,Information Technology,Security,4.9,
1881,Health,Public Health,4.9,
1884,Health,Public Health,4.9,
1908,Health,Patient Care,4.9,
1956,Data Science,Data Analysis,4.9,
1966,Physical Science and Engineering,Mechanical Engineering,4.9,
1981,Business,Finance,4.9,
2000,Business,Business Strategy,4.9,
2029,Business,Leadership and Management,4.9,
2035,Business,Finance,4.9,
2052,Computer Science,Software Development,4.9,
2062,Physical Science and Engineering,Mechanical Engineering,4.9,
2066,Business,Business Essentials,4.9,
2075,Language Learning,Learning English,4.9,
2096,Business,Entrepreneurship,4.9,
2136,Business,Business Essentials,4.9,
2149,Business,Business Essentials,4.9,
2152,Business,Business Essentials,4.9,
2160,Language Learning,Learning English,4.9,
2185,Business,Business Essentials,4.9,
2188,Social Sciences,Education,4.9,
2214,Social Sciences,Governance and Society,4.9,
2223,Data Science,Machine Learning,4.9,
2224,Business,Finance,4.9,
2331,Data Science,Data Analysis,4.9,
2335,Health,Psychology,4.9,
2344,Information Technology,Cloud Computing,4.9,
2348,Business,Leadership and Management,4.9,
2429,Physical Science and Engineering,Environmental Science and Sustainability,4.9,
2437,Social Sciences,Governance and Society,4.9,
2446,Business,Leadership and Management,4.9,
2450,Business,Business Essentials,4.9,
2456,Health,Basic Science,4.9,
2464,Computer Science,Software Development,4.9,
2475,Business,Leadership and Management,4.9,
2482,Business,Leadership and Management,4.9,
2501,Business,Marketing,4.9,
2521,Language Learning,Learning English,4.9,
2540,Social Sciences,Education,4.9,
2586,Business,Marketing,4.9,
2591,Business,Finance,4.9,
2596,Business,Leadership and Management,4.9,
2637,Computer Science,Software Development,4.9,
2638,Computer Science,Algorithms,4.9,
2655,Language Learning,Learning English,4.9,
2680,Social Sciences,Education,4.9,
2699,Health,Basic Science,4.9,
2708,Business,Business Essentials,4.9,
2740,Data Science,Data Analysis,4.9,
2755,Math and Logic,Math and Logic,4.9,
2762,Physical Science and Engineering,Mechanical Engineering,4.9,
2773,Computer Science,Mobile and Web Development,4.9,
2775,Business,Leadership and Management,4.9,
2809,Business,Finance,4.9,
2812,Social Sciences,Education,4.9,
2813,Health,Healthcare Management,4.9,
488,Computer Science,Software Development,,
493,Computer Science,Mobile and Web Development,,
495,Data Science,Probability and Statistics,,
496,Business,Business Strategy,,
497,Computer Science,Algorithms,,
498,Social Sciences,Education,,
499,Business,Leadership and Management,,
500,Personal Development,Personal Development,,
501,Business,Business Strategy,,
1042,Business,Business Strategy,,
1057,Business,Marketing,,
1093,Personal Development,Personal Development,,
1119,Business,Business Essentials,,
1138,Computer Science,Algorithms,,
1150,Business,Business Essentials,,
1156,Information Technology,Cloud Computing,,
1179,Personal Development,Personal Development,,
1188,Personal Development,Personal Development,,
1200,Health,Basic Science,,
1201,Personal Development,Personal Development,,
1250,Health,Public Health,,
1278,Business,Business Essentials,,
1282,Health,Public Health,,
1285,Personal Development,Personal Development,,
1343,Information Technology,Cloud Computing,,
1353,Personal Development,Personal Development,,
1413,Personal Development,Personal Development,,
1441,Business,Marketing,,
1466,Business,Business Strategy,,
1481,Health,Public Health,,
1535,Business,Leadership and Management,,
1557,Personal Development,Personal Development,,
1565,Computer Science,Algorithms,,
1623,Business,Business Strategy,,
1633,Business,Leadership and Management,,
1665,Business,Business Strategy,,
1696,Computer Science,Software Development,,
1700,Personal Development,Personal Development,,
1718,Health,Basic Science,,
1722,Computer Science,Algorithms,,
1725,Computer Science,Software Development,,
1727,Computer Science,Software Development,,
1741,Physical Science and Engineering,Physics and Astronomy,,
1773,Personal Development,Personal Development,,
1792,Business,Leadership and Management,,
1828,Data Science,Machine Learning,,
1832,Business,Business Essentials,,
1842,Business,Marketing,,
1859,Social Sciences,Education,,
1887,Business,Leadership and Management,,
1914,Data Science,Data Analysis,,
1920,Health,Basic Science,,
1950,Physical Science and Engineering,Environmental Science and Sustainability,,
1962,Information Technology,Cloud Computing,,
1978,Health,Public Health,,
2010,Computer Science,Software Development,,
2041,Health,Basic Science,,
2048,Personal Development,Personal Development,,
2070,Business,Business Strategy,,
2073,Computer Science,Software Development,,
2109,Computer Science,Software Development,,
2118,Information Technology,Cloud Computing,,
2130,Business,Marketing,,
2157,Physical Science and Engineering,Electrical Engineering,,
2215,Personal Development,Personal Development,,
2237,Computer Science,Algorithms,,
2276,Computer Science,Software Development,,
2280,Physical Science and Engineering,Environmental Science and Sustainability,,
2289,Personal Development,Personal Development,,
2306,Data Science,Machine Learning,,
2324,Physical Science and Engineering,Physics and Astronomy,,
2363,Physical Science and Engineering,Environmental Science and Sustainability,,
2364,Business,Business Essentials,,
2398,Business,Marketing,,
2422,Health,Basic Science,,
2428,Business,Marketing,,
2443,Business,Finance,,
2454,Business,Leadership and Management,,
2476,Data Science,Machine Learning,,
2495,Business,Business Strategy,,
2507,Personal Development,Personal Development,,
2543,Computer Science,Software Development,,
2574,Social Sciences,Education,,
2614,Business,Leadership and Management,,
2615,Business,Business Essentials,,
2617,Data Science,Probability and Statistics,,
2620,Personal Development,Personal Development,,
2650,Information Technology,Cloud Computing,,
2693,Business,Marketing,,
2695,Business,Marketing,,
2747,Business,Business Essentials,,
2757,Data Science,Data Analysis,,
2758,Computer Science,Algorithms,,
2770,Computer Science,Software Development,,
2786,Personal Development,Personal Development,,
2799,Health,Public Health,,
582,Health,Research,4.4,
629,Data Science,Machine Learning,4.4,
647,Business,Marketing,4.4,
670,Computer Science,Algorithms,4.4,
765,Business,Finance,4.4,
787,Computer Science,Software Development,4.4,
788,Business,Business Essentials,4.4,
800,Business,Finance,4.4,
826,Computer Science,Software Development,4.4,
943,Health,Basic Science,4.4,
944,Data Science,Machine Learning,4.4,
952,Data Science,Machine Learning,4.4,
1026,Business,Marketing,4.4,
1056,Business,Finance,4.4,
1136,Information Technology,Data Management,4.4,
1163,Information Technology,Security,4.4,
1167,Computer Science,Software Development,4.4,
1178,Data Science,Machine Learning,4.4,
1211,Computer Science,Software Development,4.4,
1270,Physical Science and Engineering,Electrical Engineering,4.4,
1304,Arts and Humanities,Music and Art,4.4,
1327,Business,Finance,4.4,
1340,Business,Business Strategy,4.4,
1356,Health,Health Informatics,4.4,
1372,Business,Marketing,4.4,
1373,Data Science,Data Analysis,4.4,
1383,Business,Marketing,4.4,
1390,Data Science,Probability and Statistics,4.4,
1410,Data Science,Probability and Statistics,4.4,
1429,Computer Science,Design and Product,4.4,
1430,Computer Science,Design and Product,4.4,
1448,Data Science,Data Analysis,4.4,
1450,Data Science,Data Analysis,4.4,
1455,Data Science,Data Analysis,4.4,
1456,Data Science,Probability and Statistics,4.4,
1559,Business,Leadership and Management,4.4,
1590,Data Science,Data Analysis,4.4,
1660,Personal Development,Personal Development,4.4,
1668,Computer Science,Algorithms,4.4,
1669,Arts and Humanities,Music and Art,4.4,
1679,Business,Marketing,4.4,
1694,Business,Finance,4.4,
1726,Information Technology,Data Management,4.4,
1760,Data Science,Machine Learning,4.4,
1765,Information Technology,Cloud Computing,4.4,
1843,Data Science,Machine Learning,4.4,
1848,Computer Science,Software Development,4.4,
1877,Computer Science,Software Development,4.4,
1899,Health,Psychology,4.4,
1957,Arts and Humanities,Music and Art,4.4,
1963,Business,Finance,4.4,
1964,Business,Marketing,4.4,
1995,Business,Leadership and Management,4.4,
2033,Business,Finance,4.4,
2055,Business,Business Essentials,4.4,
2087,Computer Science,Design and Product,4.4,
2101,Computer Science,Software Development,4.4,
2132,Computer Science,Software Development,4.4,
2146,Information Technology,Cloud Computing,4.4,
2204,Information Technology,Data Management,4.4,
2209,Data Science,Data Analysis,4.4,
2211,Information Technology,Cloud Computing,4.4,
2252,Language Learning,Learning English,4.4,
2260,Computer Science,Software Development,4.4,
2308,Business,Business Strategy,4.4,
2333,Data Science,Machine Learning,4.4,
2343,Social Sciences,Governance and Society,4.4,
2347,Business,Entrepreneurship,4.4,
2393,Health,Psychology,4.4,
2413,Business,Finance,4.4,
2423,Business,Business Essentials,4.4,
2444,Physical Science and Engineering,Mechanical Engineering,4.4,
2499,Business,Finance,4.4,
2528,Computer Science,Design and Product,4.4,
2529,Language Learning,Learning English,4.4,
2562,Business,Marketing,4.4,
2603,Business,Finance,4.4,
2662,Computer Science,Software Development,4.4,
2665,Data Science,Data Analysis,4.4,
2666,Computer Science,Algorithms,4.4,
2690,Computer Science,Software Development,4.4,
2692,Computer Science,Software Development,4.4,
2698,Business,Finance,4.4,
2710,Computer Science,Algorithms,4.4,
2729,Business,Leadership and Management,4.4,
2739,Math and Logic,Math and Logic,4.4,
2744,Computer Science,Computer Security and Networks,4.4,
2769,Business,Business Essentials,4.4,
2800,Data Science,Data Analysis,4.4,
2803,Data Science,Data Analysis,4.4,
2805,Physical Science and Engineering,Mechanical Engineering,4.4,
505,Social Sciences,Education,4,
512,Business,Finance,3.9,
576,Social Sciences,Economics,4.1,
593,Information Technology,Security,4.2,
604,Math and Logic,Math and Logic,4.2,
652,Business,Leadership and Management,5,
798,Data Science,Machine Learning,4.3,
808,Data Science,Machine Learning,4.3,
866,Business,Business Essentials,4.2,
870,Arts and Humanities,Music and Art,4.2,
884,Information Technology,Cloud Computing,4.3,
892,Business,Business Essentials,4.2,
893,Health,Health Informatics,4.2,
924,Business,Business Essentials,4.2,
960,Data Science,Data Analysis,5,
964,Information Technology,Support and Operations,3.3,
1032,Business,Business Essentials,4.3,
1034,Social Sciences,Governance and Society,5,
1044,Business,Finance,3.8,
1083,Data Science,Data Analysis,4.3,
1087,Computer Science,Software Development,4.3,
1089,Data Science,Data Analysis,4.2,
1095,Data Science,Data Analysis,4.2,
1098,Business,Entrepreneurship,4.1,
1103,Business,Finance,4,
1111,Computer Science,Software Development,4.1,
1140,Business,Finance,4.2,
1162,Data Science,Data Analysis,3.4,
1172,Information Technology,Cloud Computing,4.1,
1190,Arts and Humanities,Music and Art,4.2,
1248,Data Science,Machine Learning,3.6,
1257,Data Science,Machine Learning,4.3,
1271,Computer Science,Computer Security and Networks,4.3,
1300,Social Sciences,Law,5,
1337,Business,Business Strategy,4.2,
1345,Health,Health Informatics,4.2,
1350,Data Science,Data Analysis,4.3,
1367,Physical Science and Engineering,Mechanical Engineering,4.3,
1387,Health,Patient Care,4.2,
1406,Physical Science and Engineering,Mechanical Engineering,4.3,
1418,Business,Business Essentials,4.3,
1422,Computer Science,Algorithms,3.8,
1424,Data Science,Probability and Statistics,4.2,
1457,Data Science,Data Analysis,4.3,
1465,Data Science,Machine Learning,4.2,
1474,Computer Science,Software Development,4.1,
1521,Business,Business Essentials,4.1,
1545,Information Technology,Security,4.2,
1548,Business,Finance,3.1,
1579,Computer Science,Software Development,4.3,
1580,Computer Science,Computer Security and Networks,4.2,
1588,Computer Science,Software Development,4,
1598,Data Science,Machine Learning,4.3,
1603,Business,Business Essentials,4.3,
1654,Physical Science and Engineering,Electrical Engineering,4.1,
1697,Data Science,Data Analysis,3.6,
1698,Physical Science and Engineering,Mechanical Engineering,3.9,
1707,Computer Science,Algorithms,3.9,
1719,Computer Science,Software Development,3.5,
1720,Data Science,Machine Learning,4.1,
1734,Data Science,Machine Learning,3.8,
1762,Data Science,Data Analysis,4.2,
1784,Computer Science,Algorithms,4.2,
1789,Data Science,Machine Learning,3.6,
1796,Business,Finance,3.9,
1802,Business,Business Essentials,4.2,
1815,Computer Science,Software Development,3.6,
1823,Business,Finance,4.2,
1834,Arts and Humanities,Music and Art,4.3,
1836,Physical Science and Engineering,Environmental Science and Sustainability,4.2,
1844,Health,Health Informatics,4.3,
1903,Computer Science,Software Development,4.2,
1948,Data Science,Probability and Statistics,4.2,
1949,Arts and Humanities,Music and Art,4.2,
1955,Computer Science,Mobile and Web Development,4.2,
2018,Data Science,Machine Learning,4,
2024,Computer Science,Design and Product,3.6,
2053,Health,Health Informatics,3.8,
2068,Arts and Humanities,Philosophy,4.3,
2071,Data Science,Data Analysis,4.2,
2086,Business,Business Essentials,4,
2092,Arts and Humanities,Music and Art,4.2,
2138,Data Science,Data Analysis,4.3,
2140,Computer Science,Software Development,4,
2161,Data Science,Machine Learning,4.3,
2169,Data Science,Machine Learning,4,
2175,Computer Science,Software Development,4.3,
2179,Math and Logic,Math and Logic,4.1,
2212,Business,Marketing,4.1,
2216,Computer Science,Software Development,4.1,
2227,Information Technology,Security,3.9,
2249,Physical Science and Engineering,Electrical Engineering,4.3,
2270,Information Technology,Data Management,3.9,
2326,Business,Business Essentials,4.2,
2339,Business,Leadership and Management,4.3,
2349,Computer Science,Software Development,4.3,
2357,Data Science,Data Analysis,4.3,
2361,Data Science,Data Analysis,5,
2459,Data Science,Machine Learning,4.3,
2462,Business,Marketing,4.1,
2470,Physical Science and Engineering,Mechanical Engineering,4.3,
2484,Social Sciences,Education,5,
2502,Computer Science,Mobile and Web Development,4.2,
2517,Computer Science,Software Development,3.8,
2524,Data Science,Data Analysis,4.3,
2535,Computer Science,Software Development,4.3,
2553,Business,Leadership and Management,4.3,
2561,Data Science,Machine Learning,3.8,
2576,Information Technology,Data Management,4.3,
2578,Data Science,Machine Learning,4.2,
2607,Information Technology,Data Management,4,
2632,Business,Finance,3.9,
2656,Business,Marketing,4.1,
2683,Business,Business Essentials,4.2,
2704,Information Technology,Cloud Computing,4.3,
2711,Arts and Humanities,History,4.3,
2716,Physical Science and Engineering,Electrical Engineering,4,
2723,Business,Business Essentials,4.2,
2724,Computer Science,Software Development,3.6,
2749,Computer Science,Mobile and Web Development,4.3,
2774,Physical Science and Engineering,Mechanical Engineering,4.3,
2777,Information Technology,Security,4.2,
2801,Computer Science,Software Development,4.2,
44,Computer Science,Software Development,4.4,Brandon Krakowsky
72,Data Science,Data Analysis,4.4,Steven Salzberg
72,Data Science,Data Analysis,4.4,Jeff Leek
72,Data Science,Data Analysis,4.4,Mihaela Pertea
72,Data Science,Data Analysis,4.4,Ben Langmead
72,Data Science,Data Analysis,4.4,Jacob Pritt
72,Data Science,Data Analysis,4.4,Liliana Florea
72,Data Science,Data Analysis,4.4,Kasper Daniel Hansen
74,Information Technology,Data Management,4.3,Rav Ahuja
74,Information Technology,Data Management,4.3,Ramesh Sannareddy
74,Information Technology,Data Management,4.3,Steve Ryan
74,Information Technology,Data Management,4.3,Karthik Muthuraman
74,Information Technology,Data Management,4.3,Aije Egwaikhide
74,Information Technology,Data Management,4.3,Romeo Kienzler
107,Computer Science,Software Development,4.4,Ira Pohl
159,Data Science,Machine Learning,4.4,Romeo Kienzler
159,Data Science,Machine Learning,4.4,Nikolay Manchev
159,Data Science,Machine Learning,4.4,Niketan Pansare
159,Data Science,Machine Learning,4.4,Tom Hanlon
159,Data Science,Machine Learning,4.4,Max Pumperla
159,Data Science,Machine Learning,4.4,Ilja Rasin
183,Health,Health Informatics,4.4,Pavel  Pevzner
183,Health,Health Informatics,4.4,Phillip Compeau
183,Health,Health Informatics,4.4,Nikolay Vyahhi
199,Health,Health Informatics,4.4,Harold P. Lehmann
199,Health,Health Informatics,4.4,Ashwini S. Davison
199,Health,Health Informatics,4.4,Paul Nagy
199,Health,Health Informatics,4.4,Hadi H. K. Kharrazi
199,Health,Health Informatics,4.4,Sam Meiselman
200,Physical Science and Engineering,Electrical Engineering,4.3,Vijay Kumar
200,Physical Science and Engineering,Electrical Engineering,4.3,CJ Taylor
200,Physical Science and Engineering,Electrical Engineering,4.3,Daniel E. Koditschek
200,Physical Science and Engineering,Electrical Engineering,4.3,Kostas Daniilidis
200,Physical Science and Engineering,Electrical Engineering,4.3,Jianbo Shi
200,Physical Science and Engineering,Electrical Engineering,4.3,Daniel Lee
200,Physical Science and Engineering,Electrical Engineering,4.3,Sid Deliwala
204,Computer Science,Software Development,4.2,Dr Edward Anstead
204,Computer Science,Software Development,4.2,Dr Simon Katan
204,Computer Science,Software Development,4.2,Prof Marco Gillies
204,Computer Science,Software Development,4.2,Omar Karakchi
204,Computer Science,Software Development,4.2,Dr Matthew Yee-King
218,Physical Science and Engineering,Environmental Science and Sustainability,4.1,Christopher Boone
223,Computer Science,Software Development,3.9,Derek Parsons
229,Computer Science,Software Development,4.1,Sanjai Rayadurgam
229,Computer Science,Software Development,4.1,Kevin Wendt
229,Computer Science,Software Development,4.1,Mike
245,Information Technology,Data Management,4.4,Kennedy Behrman
245,Information Technology,Data Management,4.4,Alfredo Deza
245,Information Technology,Data Management,4.4,Noah Gift
248,Data Science,Machine Learning,3.9,Jack Farmer
260,Data Science,Machine Learning,3.7,Igor Halperin
267,Health,Patient Care,4.4,Kavitha Ramchandran
267,Health,Patient Care,4.4,Jan DeNofrio
267,Health,Patient Care,4.4,Joshua C. Fronk
267,Health,Patient Care,4.4,Manuela Kogon
279,Data Science,Probability and Statistics,4.3,Anne Dougherty
279,Data Science,Probability and Statistics,4.3,Jem Corcoran
285,Data Science,Data Analysis,4.3,Frauke Kreuter
285,Data Science,Data Analysis,4.3,Mariel Leonard
285,Data Science,Data Analysis,4.3,Frederick Conrad
285,Data Science,Data Analysis,4.3,James M Lepkowski
285,Data Science,Data Analysis,4.3,Richard Valliant
289,Math and Logic,Math and Logic,4.3,Brian Caffo
292,Social Sciences,Education,5,Barbara Oakley
292,Social Sciences,Education,5,Beth Rogowsky
292,Social Sciences,Education,5,Dr. Terrence Sejnowski
292,Social Sciences,Education,5,David Joyner
300,Physical Science and Engineering,Electrical Engineering,4.4,Robert McLeod
323,Data Science,Data Analysis,4.4,Laura K. Wiley
323,Data Science,Data Analysis,4.4,Michael G. Kahn
325,Arts and Humanities,Music and Art,4.4,Greg Pardlo
325,Arts and Humanities,Music and Art,4.4,Ariel Levy
325,Arts and Humanities,Music and Art,4.4,Amy Bloom
325,Arts and Humanities,Music and Art,4.4,Said Sayrafiezadeh
329,Health,Biology,4.4,Ravi Iyengar
329,Health,Biology,4.4,Marc Birtwistle
329,Health,Biology,4.4,Avi Ma’ayan
329,Health,Biology,4.4,Eric Sobie
329,Health,Biology,4.4,Susana Neves
336,Physical Science and Engineering,Mechanical Engineering,4.4,John W. Daily
347,Data Science,Machine Learning,4.4,Mark J Grover
347,Data Science,Machine Learning,4.4,Ray Lopez
354,Information Technology,Cloud Computing,4.4,Noah Gift
363,Data Science,Data Analysis,4.4,Paul Jan
402,Personal Development,Personal Development,,Emilie Johnson
402,Personal Development,Personal Development,,Paul Daugherty
404,Computer Science,Software Development,,Daniel Walkes
405,Personal Development,Personal Development,,CareerCatalyst
407,Computer Science,Software Development,,Chancellor Thomas Pascale
408,Health,Public Health,,Olivier Jolliet
409,Personal Development,Personal Development,,CareerCatalyst
